Store,Name,Store Status,Address,City,State,Zip Code,Store Address,Report Date
4557,Hometown Foods / Traer,A,420 Second St,Traer,IA,50675,"420 Second St
Traer, IA 50675
(42.193386, -92.468086)",10/01/2016
4558,Kum & Go #226 / Sioux City,A,1373 Pierce St,Sioux City,IA,51105,"1373 Pierce St
Sioux City, IA 51105
(42.504732, -96.405013)",10/01/2016
4559,Osage Payless Foods,A,633 CHASE ST,Osage,IA,50461,"633 CHASE ST
Osage, IA 50461
(43.285134, -92.811539)",10/01/2016
4560,Casey's General Store #2914 / Harlan,A,"1006, Chatburn Ave",Harlan,IA,51537,"1006, Chatburn Ave
Harlan, IA 51537
(41.645404, -95.322969)",10/01/2016
4561,Kroegers Liquor Co LLC,A,3539 Lafayette Rd,Evansdale,IA,50707,"3539 Lafayette Rd
Evansdale, IA 50707
(42.477712, -92.289505)",10/01/2016
4562,Casey's General Store #2989 / Mechanicsville,A,206 Short St,Mechanicsville,IA,52306,"206 Short St
Mechanicsville, IA 52306
",10/01/2016
4563,The Molehill,A,315 Main St,Ireton,IA,51027,"315 Main St
Ireton, IA 51027
(42.97511, -96.318279)",10/01/2016
4565,KUM & GO #228 / Sioux city,A,1925 S Lakeport St,Sioux City,IA,51106,"1925 S Lakeport St
Sioux City, IA 51106
(42.469008, -96.346548)",10/01/2016
4566,Kum & Go #508 / Cedar Rapids,A,30 Four Oaks Dr SW,Cedar Rapids,IA,52404,"30 Four Oaks Dr SW
Cedar Rapids, IA 52404
(41.923078, -91.657939)",10/01/2016
4568,Select Mart   Floyd Blvd,A,4103 Floyd Blvd,Sioux City,IA,51108,"4103 Floyd Blvd
Sioux City, IA 51108
(42.541969, -96.358493)",10/01/2016
4569,Car-Go-Express / Sutherland,A,202 West Southern St,Sutherland,IA,51058,"202 West Southern St
Sutherland, IA 51058
(42.968051, -95.499742)",10/01/2016
4604,Pit Stop Liquors / Newton,A,"1324, 1st Ave E",Newton,IA,50208,"1324, 1st Ave E
Newton, IA 50208
(41.699173, -93.035654)",10/01/2016
4571,Casey's General Store #2357 / Allison,A,"100, Cherry St",Allison,IA,50602,"100, Cherry St
Allison, IA 50602
(42.745202, -92.790457)",10/01/2016
4572,Grundy Center Family Foods,I,1400 G Ave,Grundy Center,IA,50638,"1400 G Ave
Grundy Center, IA 50638
(42.36157, -92.782283)",10/01/2016
4573,Casey's General Store #1330 / Hamburg,A,1211 Washington St,Hamburg,IA,51640,"1211 Washington St
Hamburg, IA 51640
(40.60514, -95.654632)",10/01/2016
4575,Casey's General Store #2304 / Slater,A,200 6th Ave,Slater,IA,50244,"200 6th Ave
Slater, IA 50244
(41.877859, -93.679808)",10/01/2016
4576,THE BOONEDOCKS,I,228 N HWY 71,Arnolds Park,IA,51331,"228 N HWY 71
Arnolds Park, IA 51331
(43.371031, -95.125869)",10/01/2016
4577,Casey's General Store #2551 / Woodward,A,"906, S Main St",Woodward,IA,50276,"906, S Main St
Woodward, IA 50276
(41.848949, -93.9222)",10/01/2016
4578,Casey's General Store #2592 / Farmington,A,201 S 4th St,Farmington,IA,52626,"201 S 4th St
Farmington, IA 52626
(40.639743, -91.740069)",10/01/2016
4580,Smokin' Joe's #9 Tobacco and Liquor Outlet,A,304 W. Madison,Washington,IA,52353,"304 W. Madison
Washington, IA 52353
(41.296493, -91.694639)",10/01/2016
4582,Pronto / Spirit Lake,A,"2402, 17th St",Spirit Lake,IA,51360,"2402, 17th St
Spirit Lake, IA 51360
(43.42282, -95.126585)",10/01/2016
4584,J & C Grocery / Dumont,A,611 Main St,Dumont,IA,50602,"611 Main St
Dumont, IA 50602
(42.750551, -92.973022)",10/01/2016
4585,Casey's General Store #2561 / Farley,A,"306, 1st St SW",Farley,IA,52046,"306, 1st St SW
Farley, IA 52046
(42.439554, -91.006139)",10/01/2016
4588,Sam's Mini Mart / Sioux City,A,923 W 7TH ST,Sioux City,IA,51103,"923 W 7TH ST
Sioux City, IA 51103
(42.503495, -96.419074)",10/01/2016
4589,Dyno's #53 / Sibley,A,1026 2nd Ave,Sibley,IA,51249,"1026 2nd Ave
Sibley, IA 51249
(43.397454, -95.752116)",10/01/2016
4590,Casey's General Store #3045 / Cedar Falls,A,"601, Main St",Cedar Falls,IA,50613,"601, Main St
Cedar Falls, IA 50613
(42.532963, -92.445512)",10/01/2016
4591,Casey's General Store #3052 / Clarion,A,"222, Central Ave",Clarion,IA,50525,"222, Central Ave
Clarion, IA 50525
(42.731649, -93.735023)",10/01/2016
4592,Dyno's #29 / Emmetsburg,A,"2401, Main",Emmetsburg,IA,50536,"2401, Main
Emmetsburg, IA 50536
(43.111913, -94.681939)",10/01/2016
4594,Quik Trip #554 / SW 63rd DM,A,901 SW 63rd St,Des Moines,IA,50312,"901 SW 63rd St
Des Moines, IA 50312
(41.569715, -93.703165)",10/01/2016
4595,Quik Trip #559 / Fleur Dr DM,A,4024 Fleur Dr,Des Moines,IA,50321,"4024 Fleur Dr
Des Moines, IA 50321
(41.547105, -93.645068)",10/01/2016
4596,Quik Trip #534 / E University DM,A,2945 E University,Des Moines,IA,50317,"2945 E University
Des Moines, IA 50317
(41.600468, -93.558972)",10/01/2016
4597,Quik Trip #523 / Army Post DM,A,850 Army Post Rd,Des Moines,IA,50315,"850 Army Post Rd
Des Moines, IA 50315
(41.526428, -93.625093)",10/01/2016
4598,Quik Trip #501 / E Euclid DM,A,2221 E Euclid Ave,Des Moines,IA,50317,"2221 E Euclid Ave
Des Moines, IA 50317
(41.627702, -93.577655)",10/01/2016
4599,Quik Trip #500 / Hubbell DM,A,3700 Hubbell Ave,Des Moines,IA,50317,"3700 Hubbell Ave
Des Moines, IA 50317
(41.628988, -93.544983)",10/01/2016
4600,Kum & Go #207 / Hubbell DM,A,4200 E Hubbell Ave,Des Moines,IA,50317,"4200 E Hubbell Ave
Des Moines, IA 50317
(41.63597, -93.531633)",10/01/2016
4601,Kum & Go #4110 / Guthrie DM,A,2110 Guthrie Ave,Des Moines,IA,50317,"2110 Guthrie Ave
Des Moines, IA 50317
(41.61508, -93.578778)",10/01/2016
4602,Cheap Smokes / Beer City,A,58231 190th St,Pacific Junction,IA,51561,"58231 190th St
Pacific Junction, IA 51561
(41.041672, -95.822968)",10/01/2016
4603,Kum & Go #208 / SE 14th DM,A,3200 SE 14th St,Des Moines,IA,50320,"3200 SE 14th St
Des Moines, IA 50320
(41.555041, -93.596916)",10/01/2016
4605,Kum & Go #509 / Marion,A,1203 Blairs Ferry Rd,Marion,IA,52302,"1203 Blairs Ferry Rd
Marion, IA 52302
(42.032441, -91.62496)",10/01/2016
4607,Casey's General Store #1024 / Gutten,A,"1131, S Hwy 52",Guttenberg,IA,52052,"1131, S Hwy 52
Guttenberg, IA 52052
(42.772826, -91.100516)",10/01/2016
4608,Casey's General Store #3050 / Council Bluffs,A,"510, 23rd Ave",Council Bluffs,IA,51503,"510, 23rd Ave
Council Bluffs, IA 51503
(41.23931, -95.85248)",10/01/2016
4609,Kum & Go #579 / Ankeny,A,165 SW Magazine Rd,Ankeny,IA,50023,"165 SW Magazine Rd
Ankeny, IA 50023
(41.717284, -93.601653)",10/01/2016
4610,Casey's General Store #2992 / Fonda,A,101 Hwy 7,Fonda,IA,50540,"101 Hwy 7
Fonda, IA 50540
(42.588969, -94.846456)",10/01/2016
4612,ATC Liquor,I,214 Myrtle St,Davenport,IA,52802,"214 Myrtle St
Davenport, IA 52802
(41.521586, -90.589149)",10/01/2016
4613,Sparky's One Stop / Carroll,A,402 E 6th St,Carroll,IA,51401,"402 E 6th St
Carroll, IA 51401
(42.06444, -94.862578)",10/01/2016
4615,North Side Liquor & Grocery,I,1303 North Federal Ave,Mason City,IA,50401,"1303 North Federal Ave
Mason City, IA 50401
(43.163663, -93.201061)",10/01/2016
4617,Lickety Liquor,A,2501 HUBBELL AVE,Des Moines,IA,50317,"2501 HUBBELL AVE
Des Moines, IA 50317
(41.607867, -93.570458)",10/01/2016
4619,Smokin' Joe's #3 Tobacco and Liquor Outlet,A,1737 Ave H,Fort Madison,IA,52627,"1737 Ave H
Fort Madison, IA 52627
(40.63021, -91.329824)",10/01/2016
4620,Nodaway Valley Market,A,304 4th St,Fontanelle,IA,50846,"304 4th St
Fontanelle, IA 50846
(41.289877, -94.562737)",10/01/2016
4621,Casey's General Store #23 / Maxwell,A,"100, Main St",Maxwell,IA,50161,"100, Main St
Maxwell, IA 50161
(41.888013, -93.39968)",10/01/2016
4622,Quik Trip #544 / SE 14th DM,A,"3941, SE 14th St",Des Moines,IA,50320,"3941, SE 14th St
Des Moines, IA 50320
(41.548497, -93.596748)",10/01/2016
4623,Casey's General Store #1493 / Van Meter,A,"700, Debra Dr",Van Meter,IA,50261,"700, Debra Dr
Van Meter, IA 50261
(41.533177, -93.951253)",10/01/2016
4624,Kwik Shop #568 / Hiawatha,A,300 E Blairs Ferry Rd,Hiawatha,IA,52233,"300 E Blairs Ferry Rd
Hiawatha, IA 52233
(42.034818, -91.673808)",10/01/2016
4625,Kwik Shop #532 / Council Bluffs,I,1602 Avenue G,Council Bluffs,IA,51501,"1602 Avenue G
Council Bluffs, IA 51501
(41.267987, -95.867877)",10/01/2016
4626,Kwik Shop #527 / Council Bluffs,A,"3632, Avenue G",Council Bluffs,IA,51501,"3632, Avenue G
Council Bluffs, IA 51501
(41.268064, -95.906095)",10/01/2016
4627,Casey's General Store #1388 / Sully,A,"807, 1st St",Sully,IA,50251,"807, 1st St
Sully, IA 50251
(41.581097, -92.844307)",10/01/2016
4628,Oelwein Bottle and Can Inc.,A,137 2nd Ave SE,Oelwein,IA,50662,"137 2nd Ave SE
Oelwein, IA 50662
(42.67564, -91.910523)",10/01/2016
4629,Kwik Shop #541 / Glenwood,A,309 N Locust St,Glenwood,IA,51534,"309 N Locust St
Glenwood, IA 51534
(41.050184, -95.744909)",10/01/2016
4630,EZ Stop / Davenport,A,2923 Brady St,Davenport,IA,52803,"2923 Brady St
Davenport, IA 52803
(41.54994, -90.570581)",10/01/2016
4631,Thunder Ridge Ampride,A,"2425, Whitetail Dr",Cedar Falls,IA,50613,"2425, Whitetail Dr
Cedar Falls, IA 50613
(42.539967, -92.475139)",10/01/2016
4632,Nat Food Mart / 2nd Ave DM,I,1443 2nd Ave,Des Moines,IA,50314,"1443 2nd Ave
Des Moines, IA 50314
(41.605229, -93.619783)",10/01/2016
4633,Kwik Shop #520 / Carter Lake,A,1202 East Locust St,Carter Lake,IA,51510,"1202 East Locust St
Carter Lake, IA 51510
",10/01/2016
4634,Kwik Shop #565 / Cedar Rapids,A,"4201, Center Point Rd NE",Cedar Rapids,IA,52402,"4201, Center Point Rd NE
Cedar Rapids, IA 52402
(42.022, -91.665691)",10/01/2016
4635,Kwik Shop #563 / Cedar Rapids,A,1001 1st Ave SW,Cedar Rapids,IA,52405,"1001 1st Ave SW
Cedar Rapids, IA 52405
(41.972397, -91.684707)",10/01/2016
4636,Kwik Shop #561 / Cedar Rapids,A,2904 Center Point Rd NE,Cedar Rapids,IA,52402,"2904 Center Point Rd NE
Cedar Rapids, IA 52402
(42.007193, -91.662822)",10/01/2016
4637,Kwik Shop #560 / Cedar Rapids,A,3301 J St,Cedar Rapids,IA,52404,"3301 J St
Cedar Rapids, IA 52404
(41.944676, -91.666812)",10/01/2016
4638,GD Xpress / Davenport,A,4607 N Pine St,Davenport,IA,52804,"4607 N Pine St
Davenport, IA 52804
(41.567504, -90.610249)",10/01/2016
4640,Mart Stop #1 / Davenport,A,"3527, Spring St",Davenport,IA,52807,"3527, Spring St
Davenport, IA 52807
(41.5563, -90.547751)",10/01/2016
4641,Kum & Go #573 / SE 14th DM,A,5830 SE 14th St,Des Moines,IA,50315,"5830 SE 14th St
Des Moines, IA 50315
(41.533403, -93.59687)",10/01/2016
4642,Liquor and Tobacco Outlet / Univ Ave Waterloo,A,2844 University Ave,Waterloo,IA,50701,"2844 University Ave
Waterloo, IA 50701
(42.498321, -92.382928)",10/01/2016
4643,Cubby's Red Oak,A,"2405, N Broadway St",Red Oak,IA,51566,"2405, N Broadway St
Red Oak, IA 51566
(41.027387, -95.232924)",10/01/2016
4644,Kwik Shop #588 / Davenport,A,"1136, E Locust St",Davenport,IA,52803,"1136, E Locust St
Davenport, IA 52803
(41.538288, -90.558658)",10/01/2016
4645,Kwik Shop #589 / Eldridge,A,"1, Grove Rd",Eldridge,IA,52748,"1, Grove Rd
Eldridge, IA 52748
(41.694958, -90.548678)",10/01/2016
4647,B and B EAST / Waterloo,A,1615 Bishop Ave,Waterloo,IA,50707,"1615 Bishop Ave
Waterloo, IA 50707
(42.49807, -92.293057)",10/01/2016
4648,Prime Mart / Broadway Waterloo,A,508 Broadway St,Waterloo,IA,50703,"508 Broadway St
Waterloo, IA 50703
(42.510573, -92.345104)",10/01/2016
4650,Loofts on 9 Liquor Here or Liquor There,A,"202, W 4th Ave",Swea City,IA,50590,"202, W 4th Ave
Swea City, IA 50590
(43.38496, -94.308749)",10/01/2016
4651,Casey's General Store #2300 / Jewell,A,301 MAIN ST,Jewell,IA,50130,"301 MAIN ST
Jewell, IA 50130
(42.302654, -93.640039)",10/01/2016
4652,Brady Mart Food & Liquor,A,"3107, Brady St",Davenport,IA,52803,"3107, Brady St
Davenport, IA 52803
(41.552205, -90.569702)",10/01/2016
4653,Casey's General Store #1617 / Jefferson,A,"508, N Elm",Jefferson,IA,50129,"508, N Elm
Jefferson, IA 50129
(42.02014, -94.377422)",10/01/2016
4654,KUM & GO #510 / STUART,A,629 S Division St,Stuart,IA,50250,"629 S Division St
Stuart, IA 50250
(41.503669, -94.318375)",10/01/2016
4655,Casey's General Store #2237 / Prairie City,A,1002 W 2nd St,Prairie City,IA,50228,"1002 W 2nd St
Prairie City, IA 50228
(41.596719, -93.247551)",10/01/2016
4656,Casey's General Store #2301 / Ames,A,17005 Hwy 69,Ames,IA,50010,"17005 Hwy 69
Ames, IA 50010
(42.106452, -93.620453)",10/01/2016
4657,Casey's General Store #2526 / Wellsburg,A,308 N Washington,Wellsburg,IA,50680,"308 N Washington
Wellsburg, IA 50680
",10/01/2016
4658,Casey's General Store #3027 / Iowa Falls,A,904 Washington Ave,Iowa Falls,IA,50126,"904 Washington Ave
Iowa Falls, IA 50126
(42.519634, -93.268365)",10/01/2016
4659,Casey's General Store #2802 / Conrad,A,409 E Center,Conrad,IA,50621,"409 E Center
Conrad, IA 50621
(42.224536, -92.868874)",10/01/2016
4660,Hill Brothers Jiffy Mart / Cedar Rapids,A,"1904, Mt Vernon Rd SE",Cedar Rapids,IA,52403,"1904, Mt Vernon Rd SE
Cedar Rapids, IA 52403
(41.977226, -91.642558)",10/01/2016
4661,Quik Trip #531 / Grimes,A,"1900, SE 37th St",Grimes,IA,50111,"1900, SE 37th St
Grimes, IA 50111
(41.658525, -93.773467)",10/01/2016
4662,Guppy's On The Go / Cedar Rapids,A,"1532, Ellis Blvd NW",Cedar Rapids,IA,52405,"1532, Ellis Blvd NW
Cedar Rapids, IA 52405
(41.988646, -91.682151)",10/01/2016
4663,Casey's General Store #3077 / Peosta,A,236 Peosta St,Peosta,IA,52068,"236 Peosta St
Peosta, IA 52068
(42.443956, -90.850389)",10/01/2016
4664,Casey's General Store #24 / Boone,A,1127 Story,Boone,IA,50036,"1127 Story
Boone, IA 50036
(42.067645, -93.880068)",10/01/2016
4665,Casey's General Store #2896 / Ankeny,A,2601 SE Creekview Dr,Ankeny,IA,50021,"2601 SE Creekview Dr
Ankeny, IA 50021
(41.703903, -93.571441)",10/01/2016
4667,Kum & Go #56 / Bevington,I,101 E Ia Highway 92,Bevington,IA,50033,"101 E Ia Highway 92
Bevington, IA 50033
(41.360431, -93.790419)",10/01/2016
4668,Clear Lake Payless Foods,A,20 South 4th St,Clear Lake,IA,50428,"20 South 4th St
Clear Lake, IA 50428
(43.135827, -93.380243)",10/01/2016
4669,Vom Fass / Des Moines,A,"833, 42nd St",Des Moines,IA,50312,"833, 42nd St
Des Moines, IA 50312
(41.593431, -93.674384)",10/01/2016
4670,Guppy's On The Go / Tripoli,A,600 7TH AVE SW,Tripoli,IA,50676,"600 7TH AVE SW
Tripoli, IA 50676
(42.802374, -92.264268)",10/01/2016
4672,The Pit Stop / River City Liquor,I,402 S Hwy 52,Guttenberg,IA,52052,"402 S Hwy 52
Guttenberg, IA 52052
(42.782424, -91.100471)",10/01/2016
4673,Sonny's Super Market / West Point,A,327 5th St,West Point,IA,52656,"327 5th St
West Point, IA 52656
(40.717867, -91.452491)",10/01/2016
4674,Kum & Go #227 / Ames,A,2108 ISAAC NEWTON DR,Ames,IA,50010,"2108 ISAAC NEWTON DR
Ames, IA 50010
(42.009586, -93.585884)",10/01/2016
4675,Kum & Go #113 / Ames,A,2801 E 13th St,Ames,IA,50010,"2801 E 13th St
Ames, IA 50010
(42.034562, -93.575702)",10/01/2016
4676,Sam's Mini Mart / Sioux City,A,711 Gordon Dr,Sioux City,IA,51101,"711 Gordon Dr
Sioux City, IA 51101
(42.489817, -96.401114)",10/01/2016
4677,Costco Wholesale #1111 / Coralville,A,2900 Heartland Dr,Coralville,IA,52241,"2900 Heartland Dr
Coralville, IA 52241
(41.698028, -91.614941)",10/01/2016
4678,Fareway Stores #124 / Adel,A,804 Nile Kinnick Dr,Adel,IA,50003,"804 Nile Kinnick Dr
Adel, IA 50003
(41.610394, -94.016889)",10/01/2016
4679,Walgreens #12393 / Cedar Rapids,A,5750 C Ave NE,Cedar Rapids,IA,52402,"5750 C Ave NE
Cedar Rapids, IA 52402
(42.035993, -91.638516)",10/01/2016
4681,Spirits & Such,I,100 E Elm St,West Union,IA,52175,"100 E Elm St
West Union, IA 52175
(42.961269, -91.807891)",10/01/2016
4683,New Star 3 / Waterloo,I,1459 Ansborough Ave,Waterloo,IA,50701,"1459 Ansborough Ave
Waterloo, IA 50701
(42.493091, -92.376863)",10/01/2016
4684,Indy 66 #928 / Indianola,A,1201 N Jefferson,Indianola,IA,50125,"1201 N Jefferson
Indianola, IA 50125
(41.371668, -93.558423)",10/01/2016
4685,Kwik Stop Food Mart,A,2360 Central,Dubuque,IA,52001,"2360 Central
Dubuque, IA 52001
(42.515688, -90.67267)",10/01/2016
4686,Sunny's Mart / Clinton,I,630 N 3rd ST,Clinton,IA,52732,"630 N 3rd ST
Clinton, IA 52732
(41.850694, -90.189909)",10/01/2016
4687,Kum & Go #517 / Cedar Rapids,A,3132 1st Ave NE,Cedar Rapids,IA,52402,"3132 1st Ave NE
Cedar Rapids, IA 52402
(42.009649, -91.634941)",10/01/2016
4688,Walgreens #10770 / Carroll,A,105 E 6th St,Carroll,IA,51401,"105 E 6th St
Carroll, IA 51401
(42.065505, -94.866671)",10/01/2016
4689,Walgreens #11759 / Fort Madison,A,2639 Avenue L,Fort Madison,IA,52627,"2639 Avenue L
Fort Madison, IA 52627
(40.626968, -91.344306)",10/01/2016
4690,Super Stop and Shop / Baldwin,A,5358 Hwy 64,Baldwin,IA,52207,"5358 Hwy 64
Baldwin, IA 52207
(42.073361, -90.834314)",10/01/2016
4691,Railroad Street Tobacco and Spirits,I,701 Railroad St,Iowa Falls,IA,50126,"701 Railroad St
Iowa Falls, IA 50126
(42.51871, -93.265716)",10/01/2016
4692,Walgreens #05886 / Keokuk,A,1215 Main St,Keokuk,IA,52632,"1215 Main St
Keokuk, IA 52632
(40.401562, -91.389382)",10/01/2016
4694,Rina Mart LLC / Davenport,A,"3815, West Kimberly Rd",Davenport,IA,52806,"3815, West Kimberly Rd
Davenport, IA 52806
(41.561756, -90.63145)",10/01/2016
4695,Walgreens #09791 / Altoona,A,101 8th St SE,Altoona,IA,50009,"101 8th St SE
Altoona, IA 50009
(41.644039, -93.464184)",10/01/2016
4696,Quik Trip #517 / West Des Moines,A,1451 22nd St,West Des Moines,IA,50266,"1451 22nd St
West Des Moines, IA 50266
(41.59527, -93.735967)",10/01/2016
4697,Southside Liquor & Tobacco / Iowa City,A,601 Hollywood Blvd,Iowa City,IA,52240,"601 Hollywood Blvd
Iowa City, IA 52240
(41.643824, -91.527472)",10/01/2016
4698,Quality Quick Stop,A,201 W Burlington Ave,Fairfield,IA,52556,"201 W Burlington Ave
Fairfield, IA 52556
(41.006639, -91.965379)",10/01/2016
4699,Walgreens #06553 / Bettendorf,A,830 Middle Rd,Bettendorf,IA,52722,"830 Middle Rd
Bettendorf, IA 52722
(41.538451, -90.521768)",10/01/2016
4700,J & C Grocery / Allison,A,"306, N Main",Allison,IA,50602,"306, N Main
Allison, IA 50602
(42.753203, -92.795137)",10/01/2016
4701,Walgreens #11193 / Boone,A,310 Story St,Boone,IA,50036,"310 Story St
Boone, IA 50036
(42.059115, -93.879992)",10/01/2016
4702,Walgreens #05361 / Fort Dodge,A,2503 5th Ave S,Fort Dodge,IA,50501,"2503 5th Ave S
Fort Dodge, IA 50501
(42.501197, -94.162484)",10/01/2016
4703,Walgreens #00910 / Sioux City,A,100 Pierce St,Sioux City,IA,51101,"100 Pierce St
Sioux City, IA 51101
(42.490838, -96.404911)",10/01/2016
4704,The Filling Station / Council Bluffs,A,1531 2nd Ave,Council Bluffs,IA,51501,"1531 2nd Ave
Council Bluffs, IA 51501
(41.259698, -95.867208)",10/01/2016
4705,Walgreens #05977 / Coralville,A,102 Second St,Coralville,IA,52241,"102 Second St
Coralville, IA 52241
(41.669304, -91.566458)",10/01/2016
4706,Walgreens #05144 / Clinton,A,1905 N  2nd St,Clinton,IA,52732,"1905 N 2nd St
Clinton, IA 52732
(41.866829, -90.181935)",10/01/2016
4707,Walgreens #05119 / Clinton,A,806 S  4th St,Clinton,IA,52732,"806 S 4th St
Clinton, IA 52732
(41.837297, -90.193208)",10/01/2016
4708,No Frills Supermarkets #803 / Glenwood,A,423 SHARP ST,Glenwood,IA,51534,"423 SHARP ST
Glenwood, IA 51534
(41.04635, -95.742987)",10/01/2016
4709,Walgreens #12108 / Ames,A,2719 Grand Ave,Ames,IA,50010,"2719 Grand Ave
Ames, IA 50010
(42.048976, -93.620635)",10/01/2016
4710,Walgreens #09708 / Dubuque,A,55 John F Kennedy Rd,Dubuque,IA,52002,"55 John F Kennedy Rd
Dubuque, IA 52002
(42.493379, -90.715703)",10/01/2016
4711,Walgreens #06154 / Dubuque,A,2260 John F Kennedy Rd,Dubuque,IA,52002,"2260 John F Kennedy Rd
Dubuque, IA 52002
(42.511552, -90.720519)",10/01/2016
4712,Walgreens #11942 / Dubuque,A,345 E 20th St,Dubuque,IA,52001,"345 E 20th St
Dubuque, IA 52001
(42.512068, -90.667018)",10/01/2016
4713,Walgreens #10985 / Coralville,A,2751 Heartland Dr,Coralville,IA,52241,"2751 Heartland Dr
Coralville, IA 52241
(41.70051, -91.60946)",10/01/2016
4714,Walgreens #05943 / Indianola,A,1000 N Jefferson St,Indianola,IA,50125,"1000 N Jefferson St
Indianola, IA 50125
",10/01/2016
4715,Walgreens #06678 / West Des Moines,A,1999 Grand Ave,West Des Moines,IA,50265,"1999 Grand Ave
West Des Moines, IA 50265
(41.57132, -93.731512)",10/01/2016
4716,Walgreens #11153 / Spencer,A,800 Grand Ave,Spencer,IA,51301,"800 Grand Ave
Spencer, IA 51301
(43.146081, -95.144927)",10/01/2016
4717,Walgreens #05512 / Bettendorf,A,3425 Middle Rd,Bettendorf,IA,52722,"3425 Middle Rd
Bettendorf, IA 52722
(41.550775, -90.485277)",10/01/2016
4718,Walgreens #06623 / West Des Moines,A,1660 22nd St,West Des Moines,IA,50266,"1660 22nd St
West Des Moines, IA 50266
(41.597473, -93.736117)",10/01/2016
4719,Walgreens #06677 / West Des Moines,A,4900 Mills Civic Pkwy,West Des Moines,IA,50265,"4900 Mills Civic Pkwy
West Des Moines, IA 50265
(41.559128, -93.770018)",10/01/2016
4720,Chariton BP,A,"107, East Grace",Chariton,IA,50049,"107, East Grace
Chariton, IA 50049
(41.005258, -93.293312)",10/01/2016
4721,Walgreens #05044 / Burlington,A,3245 Agency St,Burlington,IA,52601,"3245 Agency St
Burlington, IA 52601
(40.814794, -91.14054)",10/01/2016
4722,Walgreens #09476 / Burlington,A,201 S Central Ave,Burlington,IA,56201,"201 S Central Ave
Burlington, IA 56201
(40.80712, -91.112856)",10/01/2016
4723,Walgreens #10557 / Cedar Falls,A,2509 Whitetail Dr,Cedar Falls,IA,50613,"2509 Whitetail Dr
Cedar Falls, IA 50613
(42.540369, -92.476109)",10/01/2016
4724,Walgreens #05942 / Newton,A,1204 1st Ave East,Newton,IA,50208,"1204 1st Ave East
Newton, IA 50208
(41.699223, -93.038091)",10/01/2016
4725,Casey's General Store #1548 / Ankeny,A,2905 W  1st St,Ankeny,IA,50023,"2905 W 1st St
Ankeny, IA 50023
(41.731708, -93.638498)",10/01/2016
4726,Walgreens #07454 / Ankeny,A,901 N Ankeny Blvd,Ankeny,IA,50021,"901 N Ankeny Blvd
Ankeny, IA 50021
(41.738925, -93.600264)",10/01/2016
4727,Walgreens #07996 / Ankeny,A,2702 SE Delaware Ave,Ankeny,IA,50021,"2702 SE Delaware Ave
Ankeny, IA 50021
(41.702859, -93.581216)",10/01/2016
4728,Walgreens #05077 / Iowa City,A,2214 Muscatine Ave,Iowa City,IA,52240,"2214 Muscatine Ave
Iowa City, IA 52240
(41.649538, -91.502717)",10/01/2016
4730,Walgreens #05944 / Johnston,A,6200 Merle Hay Rd,Johnston,IA,50131,"6200 Merle Hay Rd
Johnston, IA 50131
(41.673355, -93.697684)",10/01/2016
4731,Walgreens #05060 / Clive,A,12753 University Ave,Clive,IA,50325,"12753 University Ave
Clive, IA 50325
(41.600487, -93.793613)",10/01/2016
4732,Walgreens #07967 / Clive,A,15601 Hickman Rd,Clive,IA,50325,"15601 Hickman Rd
Clive, IA 50325
",10/01/2016
4733,Walgreens #03773 / Urbandale,A,4600 86th St,Urbandale,IA,50322,"4600 86th St
Urbandale, IA 50322
(41.643913, -93.736536)",10/01/2016
4734,Walgreens #04973 / Urbandale,A,7000 Douglas Ave,Urbandale,IA,50322,"7000 Douglas Ave
Urbandale, IA 50322
(41.629407, -93.712816)",10/01/2016
4735,Walgreens #01301 / Ottumwa,A,327 W 4th St,Ottumwa,IA,52501,"327 W 4th St
Ottumwa, IA 52501
(41.021716, -92.41359)",10/01/2016
4736,Walgreens #03876 / Marion,A,1225 7th Ave,Marion,IA,52302,"1225 7th Ave
Marion, IA 52302
(42.033295, -91.596312)",10/01/2016
4737,Walgreens #11330 / Storm Lake,A,800 Lake Ave,Storm Lake,IA,50588,"800 Lake Ave
Storm Lake, IA 50588
(42.647103, -95.200778)",10/01/2016
4738,Casey's General Store #2284 / Council Bluffs,A,"1030, Veteran Memorial Hwy",Council Bluffs,IA,51501,"1030, Veteran Memorial Hwy
Council Bluffs, IA 51501
(41.219703, -95.860337)",10/01/2016
4739,Walgreens #05306 / Council Bluffs,A,301 W Bennett Ave,Council Bluffs,IA,51503,"301 W Bennett Ave
Council Bluffs, IA 51503
(41.24476, -95.82819)",10/01/2016
4740,Walgreens #04405 / Council Bluffs,A,2508 W Broadway,Council Bluffs,IA,51501,"2508 W Broadway
Council Bluffs, IA 51501
(41.26194, -95.882665)",10/01/2016
4741,Walgreens #03700 / Council Bluffs,A,535 E Broadway,Council Bluffs,IA,51503,"535 E Broadway
Council Bluffs, IA 51503
(41.2661, -95.839661)",10/01/2016
4742,No Frills Supermarkets #786 / Council Bluffs,I,"1817, W Broadway",Council Bluffs,IA,51501,"1817, W Broadway
Council Bluffs, IA 51501
(41.261863, -95.870993)",10/01/2016
4743,No Frills Supermarkets #791 / Council Bluffs,A,1801 Valley View Dr,Council Bluffs,IA,51503,"1801 Valley View Dr
Council Bluffs, IA 51503
(41.243851, -95.818773)",10/01/2016
